ProductID,price,PreferentialPrice
15425777069,198,198
15425777070,198,198
15555836679,672,168
15555836680,672,168
12550632524,436,218
15608947260,672,168
12550484440,358.5,229
15623761892,469,199
15623761893,469,199
15649761580,756,189
15980755110,499,199
12510339970,298,198
16049615850,499,159
16076894739,298,168
16076894740,298,168
16105152801,299,179
16228329602,699,199
16228329603,699,159
12474841558,168,168
12474841557,168,168
16230558403,466,179
12459227664,478,208
12459227663,478,208
12457975936,438,199
12457975935,438,199
16240207669,398,189
16240207672,398,189
16241029683,498,189
16241029686,498,189
16289574059,1380,210
16325943683,199,139
12439646503,478,218
16333268256,299,169
16368577689,398,199
16382189682,599,188
16382189683,599,188
12418446229,315,168
16382189684,599,188
12417738885,366,199
16382189685,599,188
16382189686,599,188
16384244755,169,99
16432576313,168,148
12402079517,199,170
12402079516,199,150
16500963311,198,98
12397098190,269,149
12382216379,185,185
12376668750,398,168
12372963045,228,198
16605851486,259,219
16605851487,259,198
12334312269,499,199
1445194882,199,148
12322942668,298,178
16605864198,199,150
16605864199,199,170
16605918413,259,219
16605918414,259,198
1557313212,499,179
16614039812,300,146
16614964794,500,169
1557894570,219,189
16614964795,500,149
16643746899,359,169
16650418935,199,169
12275593904,299,169
16792123674,299,185
16792138772,369,228
1595223889,255,99
16792155928,229,229
16920606999,499,198
12262897460,399,168
12262897459,399,168
16957303594,399,129
16980341212,299,199
17120407135,398,218
17121014726,258,148
12225264266,199,149
12207292324,168,168
1979364355,219,199
1979364356,219,199
1979364357,219,199
1979366517,199,159
17132715068,299,199
1979366518,199,159
17138022904,499,199
1990004543,999,199
1990004547,999,159
1990004548,999,159
1990004550,999,199
1990004552,999,199
1992416675,999,199
1992416676,999,199
1992416677,999,199
1992416678,999,159
1992416679,999,159
1993019371,228,199
1994188720,999,199
1994188721,999,199
1994188723,999,159
12153103693,489,219
1999107154,179,159
1999114164,999,199
1999114165,999,199
12141162940,199,140
1999114166,999,199
12138806993,459,239
1999114167,999,159
1999114168,999,159
12126169816,366,198
12126106282,366,198
10003899836,269,139
17251494099,259,139
12112421792,179,169
17337511977,399,199
10051415986,449,199
10051415987,449,199
10051415988,449,199
17350872776,326,226
17575659121,199,119
12101566233,699,219
17580189975,199,149
17688121297,299,158
10135994043,239,156
10135994045,239,156
10146441639,298,220
10156733046,259,189
17914094704,165,165
18169250761,468,198
18169250762,468,198
10337411500,340,168
10338303326,239,156
10695963035,199,189
11941605713,238,168
10390578911,889,218
11323387335,399,159
11916868968,219,99
11916868967,219,119
11916868966,219,109
11916868965,219,99
11916868964,219,99
11916868963,219,129
11916868962,219,119
11901448763,168,168
11256641486,580,196
10468517493,359,198
10538498358,239,119
11793185619,660,218
11793185617,660,196
11793102425,198,169
11793102424,198,149
10553356863,599,159
11792068676,399,139
10558763312,298,158
10580472406,149,149
11753661183,299,198
11753661182,299,198
11753661181,299,198
10677381196,219,159
11702935806,199,79
11701085403,580,196
10677791964,299,199
10681793797,1200,94
11688767244,239,129
11254478163,268,166
10700060764,258,178
11679235034,360,198
11679235033,360,221.8
10712818669,199,159
10745128410,239,169
10745181103,299,199
10772423625,398,148
10772423626,398,198
11254478162,268,179
10793377950,439,149
11641402340,428,169
11641369682,299,179
11641333379,199,149
10793377952,439,149
11633010197,396,179
11254478161,268,199
11249656538,269,139
11610454412,199,159
10841665486,369,229
11599114271,358,199
11599114270,358,199
11376191687,198,168
11599114268,358,199
10870650000,299,149
11573866347,360,221.8
11573866346,360,198
11573734946,360,198
11573734945,360,221.8
10870669020,279,189
11573520419,360,198
11573520418,360,221.8
11376213399,228,198
10901596639,298,168
11563279228,699,169
11217993156,299,219
10992631207,999,199
11554584692,360,198
11554584691,360,221.8
11545604083,399,198
11545604082,399,221.8
11217891038,169,169
11061437351,189,69
11061797185,169,59
11514376297,259,219
11105889927,239,159
11105889928,239,159
11488788279,149,148
11488788271,266,199
11488765949,369,228
11488750860,179,148
11488748310,299,185
11207406423,799,169
11136777833,399,179
11139807056,299,199
11202635987,399,218
11202635986,399,218
11420662825,199,159
10695949813,158,149
10474240623,269,228
10098392758,399,148
1603785950,599,149
11621214513,369,219
11103588970,200,79
11103588972,200,79
10098492978,519,149
1756058398,179,149
11103588973,200,89
11991451850,580,169
10426895145,599,149
10468702353,599,149
10003905444,199,139
12077314595,338,198
11991451849,580,169
11487970930,660,196
10542272969,660,155
10345841748,660,155
10345841749,660,155
11597749876,660,196
1550735706,299,146
11597749875,660,218
10570096989,660,218
10127883395,219,162
10386423349,580,145
10386423348,580,145
1120154487,398,211
1292629,3298,2588
10403641642,399,239
10218626135,378,99
1666961385,1499,899
2407630,1099,699
3319960,659,599
10071370546,399,99
2014507,299,79
1801153108,1298,899
2008619,1249,999
199769,199,109
13540049083,178,49.9
10561501269,569,368
10530524148,399,99
13234821822,299,265
2929353,699,399
1595718495,210,136
15379006286,899,328
12068867921,99,39.8
4234804,999,699
4244686,1699,999
1593761590,150,95
10544826467,99,39.9
1504044963,598,398
5180565,159,119
1666961384,1499,799
5338252,399,119
15930896908,349,299
10711955930,199,59
10513680810,510,490
3971838,299,79
1503985835,828,528
13516665365,599,499
13014202742,998,499
3026447,299,139
10670070082,179,129
10442711267,105,89
1589670263,5999,3199
4702544,899,898
12306114565,249,89
10649670918,299,239
10053284178,320,309
1264537,199,129
3720222,299,129
15896881641,99,37.9
10395077802,260,245
1199787,199,139
10694959386,239,78.8
1213868,799,690
11240723616,699,459
4758298,199,139
12262540822,109,34.9
2986786,1099,799
10822217344,99,38
13205015638,1299,549
1717716866,3898,2499
12514900319,499,298
10425623104,199,79
4491276,3999,1999
3564395,899,499
12173398357,799,699
11154790492,498,338
981858,219,119
4656333,599,99
5127544,299,129
1589670264,5999,2999
1529641051,3398,1099
1593047578,135,96
10822288870,99,36.9
12669056394,1058,528
10535705847,399,99.9
14509094093,59,49.9
2566716,99,39
12262678237,149,49.9
1504044967,598,398
10785752590,598,98
13696492071,69,36.8
13233633470,298,298
17169573791,788,499
1292631,888,699
11611223371,299,89
1529641052,3398,999
10154185556,833,393
11692217713,99,39.9
4664130,999,659
5180575,528,499
10822420518,199,79
10992192374,169,109
1587870398,450,399
10992846501,400,360
11954800040,338,298
4493643,129,99
279355,1099,699
1100584,899,549
11001939332,660,638
1602306878,399,269
16333166757,59,49.9
13180427340,125,69
11453053626,299,139
12171593476,99,79
10997884104,1640,778
12529251706,89,79
13540049084,178,49.9
13180409080,105,88
4898264,159,119
11553133215,199,99
12318699768,69,48
16333166758,59,49.9
11804006320,189,69
982673,219,99
13180414786,660,635
16003968293,159,49.9
10529543938,76,58
5338254,299,79
1586929487,580,368
11793221887,120,45
14985755205,138,69
1311303949,1898,1898
5329008,179,79
5506696,399,368
10076793393,249,249
10409595638,128,39.9
1223000,1699,999
11094462515,199,79
1118967482,850,298
11458903693,219,48
1655224375,299,89
10809292970,79,36.9
17355354231,399,239
13442994028,189,68
12514470838,658,499
10258524902,299,139
1957567926,1299,689
11803957795,699,398
13231639387,899,359
1011753,998,339
1969682322,1299,789
1959235963,599,378
12068867919,99,39.9
12513019908,600,359
12740571865,3680,2698
1964378586,690,468
10700748222,918.85,878.9
10711950056,199,99
10695274526,2299,1300
989678,178,99
1604752109,3499,1899
10520916718,399,88
11928492036,599,269
1706856923,1499,799
16014336723,599,249
1382050630,518,233
2377347,799,690
1741771621,999,399
11066202029,1640,708
12993843136,399,299
11032280949,299,99
1388751274,1700,780
12264194818,718,368
13180416421,450,388
10094180619,499,355
1510827242,899,498
3840235,99,69
13306420529,109,79
4868776,499,439
5069776,299,99
12156768145,699,399
1455474752,1008,498
11188276930,199,85
1680044929,766,558
1271302184,1098,798
13978624184,320,298
10950263735,233,89
3319936,659,599
12967922422,1049,598
10845267142,599,389
13616884882,490,360
10833201020,799,299
14975467220,818,238
481009,829,599
1954862787,1299,599
13180409650,300,235
1477409369,599,299
1717704665,1389,1099
12264287072,1388,899
1956448946,1299,659
1976505474,1799,888
5321402,899,499
10833320171,799,299
10657305768,98,45
11620908790,499,199
12513019907,600,359
1693113880,500,306
641752,238,99
1325226,129,69
11594534931,189,109
11247665662,1980,838
1103362,699,499
10008730727,3398,999
12313214332,99,39
11340999685,888,288
1777909571,3398,1099
10792245579,1800,1000
14616619224,79,36.8
12097042096,599,399
11605036890,399,359
10221044879,109,89
10448027114,3598,2688
12314966640,188,39
12264283908,1058,528
2518072,169,69
1504044965,598,398
11290570872,399,329
10614600686,684,376
1592962116,98,79
12737931722,1100,759
1900428,4889,4888
4204685,599,399
1508412008,168,65
12067133356,79,39.9
13669805352,69,39.9
1352922908,688,299
10359460975,594,89
10652276924,389,115
13180410611,210,136
11468481945,299,59
17017040091,99,99
1756793069,988,378
15275223205,199,79
5106472,499,299
12994479203,569,369
1541345975,199,109
1292633,3598,2888
1648549270,5999,2499
11498896821,3990,1759
10781546671,798,298
13517593333,399,248
1985055013,1398,739
