p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,Y_type
"
                                    爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色                ",爱家乐生活电器专卖店,11296090647,1299.00,899.00,700,100,700,2,1,爱家乐（AKIRA）,质量不错 风扇不错 风很柔和 造型美观 安全节能 使用方便 适合宝宝 风力很大 底座很稳 噪音很小 风很柔和 噪音很小 遥控方便 安装方便 电机好 安全节能 睡眠风不错 广角送风 底座很稳 使用方便 风很柔和 风扇不错 质量不错 质量不错,"爱家乐（AKIRA）Q7电风扇台式无叶风扇静音儿童风扇空气循环扇 白色,11296090647, ,3.5kg,中国大陆,8888820077448,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,台扇",none
"
                                      ",德派海外专营店,1963823467,5000.00,2840.00,90,96,80,2,2,None,质量不错 风力很大 远程遥控 安装方便 风很柔和 遥控方便 风扇不错 风很柔和 遥控方便 质量不错 风扇不错,"德国进口戴森Dyson无叶风扇AM09冷暖型电风扇AM05升级版 无叶风扇AM09白色暖风+凉风,1963823467, ,5.0kg,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,2级,遥控式,落地扇",none
"
                                    钻石牌(DIAMOND)五叶吊扇/电风扇 1.4米56寸楼顶扇                ",钻石牌非凡专卖店,11382961482,279.00,239.00,600,92,600,20,20,钻石牌（DIAMOND）,质量不错 风力很大 安装方便 噪音很小 电机好 使用方便 风扇不错 扇网坚固 造型美观 广角送风 风力很大 质量不错,"钻石牌(DIAMOND)五叶吊扇/电风扇 1.4米56寸楼顶扇,11382961482, ,7.0kg,中国大陆,吊扇五叶A5,无定时,三档调节,正常风、自然风、睡眠风,5片,3级,机械式,吊扇",none
"
                                    格力（GREE）立式电风扇机械落地扇立式家用落地扇静音摇头电扇五叶扇可定时 FD-4027h5-WG                ",格力欧楠专卖店,11432400813,299.00,168.00,1000,97,900,10,10,格力（GREE）,噪音很小 风扇不错 风力很大 安装方便 使用方便 质量不错 底座很稳 安全节能 造型美观 颜色漂亮,"格力（GREE）立式电风扇机械落地扇立式家用落地扇静音摇头电扇五叶扇可定时 FD-4027h5-WG,11432400813, ,10.5kg,中国大陆,0102FD-4027H5-WG,2小时以下,三档调节,正常风,5片,1级,机械式,落地扇",none
"
                                    【京东配送】日本IRIS/爱丽思空气循环扇迷你小电风扇家用台式静音台扇PCF-HD15NC 浅蓝色                ",爱丽思幸辉国际专卖店,10330267809,199.00,159.00,2500,97,2400,40,20,IRIS,噪音很小 风力很大 造型美观 质量不错 使用方便 风扇不错 颜色漂亮 风很柔和 安全节能 安装方便,"【京东配送】日本IRIS/爱丽思空气循环扇迷你小电风扇家用台式静音台扇PCF-HD15NC 浅蓝色,10330267809, ,2.0kg,无定时,三档调节,正常风,3片,无,机械式,台扇，空气循环扇",none
"
                                    【京东配送】先创大工业风扇/电风扇台式/趴地扇/落地扇/台扇/台地扇大功率 【20寸工业商用】【转速1320】【风量7200】                ",先创旗舰店,10226879113,269.00,249.00,1500,97,1500,20,20,先创（XIANCHUANG）,风力很大 风扇不错 使用方便 质量不错 电机好 安装方便 底座很稳 广角送风 噪音很小 扇网坚固 底座很稳 电机好 风力很大 风扇不错 安装方便 使用方便 安全节能 造型美观,"【京东配送】先创大工业风扇/电风扇台式/趴地扇/落地扇/台扇/台地扇大功率 【20寸工业商用】【转速1320】【风量7200】,10226879113, ,5.0kg,12寸,无定时,三档调节,正常风,3片,3级,机械式,落地扇，台扇，工业扇",none
"
                                    艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网                ",艾美特子云专卖店,1536539063,459.00,149.00,1500,96,1400,30,20,艾美特（AIRMATE）,噪音很小 风扇不错 质量不错 风很柔和 使用方便 底座很稳 风力很大 造型美观 颜色漂亮 安全节能 噪音很小 风扇不错 安装方便 安全节能 风扇不错,"艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网,1536539063, ,3.81kg,FBW32T2L,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",none
"
                                    格力（GREE)电风扇/直流变频遥控落地扇/7叶电扇 FDZ-40X65Bg7 粉蓝色                ",格力TOSOT旗舰店,11043379708,499.00,339.00,1500,96,1500,30,30,格力（GREE）,噪音很小 安装方便 风很柔和 使用方便 质量不错 电机好 遥控方便 风扇不错 造型美观 颜色漂亮 广角送风 安装方便 遥控方便,"格力（GREE)电风扇/直流变频遥控落地扇/7叶电扇 FDZ-40X65Bg7 粉蓝色,11043379708, ,8.91kg,FDZ-40X65Bg7 ,2-8小时,五档以上,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",none
"
                                    艾美特(Airmate)电风扇 吊扇FZ5611 吸顶扇 纯铜电机1.4米56吋 家用                ",艾美特子云专卖店,11848578464,318.00,169.00,200,92,200,10,10,艾美特（AIRMATE）,质量不错 颜色漂亮 风扇不错 造型美观 风力很大 噪音很小 安装方便 使用方便 风很柔和 电机好 质量不错 噪音很小 风很柔和,"艾美特(Airmate)电风扇 吊扇FZ5611 吸顶扇 纯铜电机1.4米56吋 家用,11848578464, ,3.2kg,中国大陆,FZ5611,无定时,五档调节,正常风,3片,3级,机械式,吊扇",none
"
                                    美的（Midea）FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式                ",美的绿灯侠专卖店,11219961738,359.00,249.00,100,93,100,5,4,美的（Midea）,遥控方便 电机好 噪音很小 风扇不错 扇网坚固 安装方便 颜色漂亮 安全节能 风很柔和 风力很大,"美的（Midea）FS40-17JRW 变频风扇 /五叶变频台式落地扇 静音智能遥控立式,11219961738, ,7.3kg,中国大陆,FS40-17JRW,8小时以上,五档调节,正常风、自然风、睡眠风,5片,1级,APP控制,落地扇",none
"
                                    艾美特(Airmate)电风扇FW4517A 壁扇 牛角扇 墙壁扇   摇头 18吋                ",艾美特子云专卖店,1547621219,699.00,249.00,500,97,500,10,7,艾美特（AIRMATE）,质量不错 风力很大 风扇不错 造型美观 电机好 安装方便 安全节能 扇网坚固 底座很稳 风很柔和 风力很大 底座很稳 风扇不错 遥控方便 服务至上 底座很稳 造型美观 安装方便 风力很大 风扇不错,"艾美特(Airmate)电风扇FW4517A 壁扇 牛角扇 墙壁扇   摇头 18吋,1547621219, ,5.75kg,FW4517A,无定时,三档调节,正常风,3片,2级,机械式,壁扇",none
"
                                    【领券减100！】灿坤（eupa)空气循环电风扇 落地大风扇加滤网防霾净化空气F8105                 ",灿坤旗舰店,10176042953,1099.00,998.00,100,100,100,0,0,灿坤（EUPA）,质量不错 风力很大 风扇不错 广角送风 安装方便 造型美观 底座很稳 电机好 使用方便 安全节能,"【领券减100！】灿坤（eupa)空气循环电风扇 落地大风扇加滤网防霾净化空气F8105 ,10176042953, ,19.6kg,tsk-f8105,无定时,三档调节,正常风,5片,2级,机械式,落地扇，工业扇，空气循环扇",none
"
                                    美的（Midea）KYS30-10CR 遥控转页落地扇 升降定时静音家用风扇                ",美的绿灯侠专卖店,11166548108,289.00,249.00,800,97,800,10,10,美的（Midea）,风扇不错 噪音很小 使用方便 安装方便 造型美观 质量不错 风很柔和 底座很稳 遥控方便 安全节能,"美的（Midea）KYS30-10CR 遥控转页落地扇 升降定时静音家用风扇,11166548108, ,4.7kg,中国大陆,KYS30-10CR,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,转页扇",none
"
                                    钻石牌（DIAMOND）12寸台式转页扇/电风扇 迷你小台扇 鸿运扇KYT-30-1                ",钻石牌非凡专卖店,14142207159,159.00,99.00,90,91,80,4,5,钻石牌（DIAMOND）,颜色漂亮 风扇不错 质量不错 使用方便 风力很大 风很柔和 噪音很小 遥控方便,"钻石牌（DIAMOND）12寸台式转页扇/电风扇 迷你小台扇 鸿运扇KYT-30-1,14142207159, ,2.4kg,2小时以下,三档调节,正常风,5片,3级,机械式,转页扇",none
"
                                    扬子（YANGZI)FS-40-808 电风扇落地扇五叶家用电扇 808遥控款                ",富士宝电器专营店,11394819237,599.00,119.00,4200,94,4000,100,100,扬子,安装方便 颜色漂亮 使用方便 风力很大 风扇不错 造型美观 质量不错 广角送风 噪音很小 底座很稳 使用方便 质量不错 风很柔和 安全节能 安装方便 风很柔和 风力很大 睡眠风不错 颜色漂亮 底座很稳 颜色漂亮 使用方便 噪音很小 睡眠风不错 底座很稳,"扬子（YANGZI)FS-40-808 电风扇落地扇五叶家用电扇 808遥控款,11394819237, ,6.0kg,中国大陆,808,2-8小时,四档调节,正常风、自然风、睡眠风,5片,3级,遥控式,落地扇",none
"
                                    美的（Midea）AD120-S遥控智能冷风扇冷暖两用家用节能 冷风机                ",美的绿灯侠专卖店,11274497954,799.00,799.00,200,89,200,10,10,美的（Midea）,风很柔和 噪音很小 遥控方便 造型美观 使用方便 风扇不错 风很柔和,"美的（Midea）AD120-S遥控智能冷风扇冷暖两用家用节能 冷风机,11274497954, ,8.5kg,中国大陆,AD120-S,2-8小时,三档调节,正常风,无叶,1级,遥控式,塔扇",none
"
                                    先科（SAST）台式电风扇寸静音台扇学生宿舍家用电扇办公室桌面 白配蓝色                ",先科SAST专卖店,10538831224,269.00,99.00,1000,96,1000,20,10,先科（SAST）,质量不错 风扇不错 使用方便 风力很大 安装方便 噪音很小 造型美观 风很柔和 颜色漂亮 广角送风,"先科（SAST）台式电风扇寸静音台扇学生宿舍家用电扇办公室桌面 白配蓝色,10538831224, ,3.2kg,中国大陆,2小时以下,三档调节,正常风,5片,2级,机械式,台扇",none
"
                                    艾美特(Airmate) 遥控壁扇FW4035R 壁挂 摆头                ",艾美特子云专卖店,1539064675,729.00,239.00,500,96,500,10,7,艾美特（AIRMATE）,质量不错 使用方便 风扇不错 遥控方便 风力很大 造型美观 颜色漂亮 噪音很小 安装方便 风很柔和 风扇不错 底座很稳 声音小 风力很大 风很柔和,"艾美特(Airmate) 遥控壁扇FW4035R 壁挂 摆头,1539064675, ,4.3kg,FW4035R,2-8小时,三档调节,正常风,5片,1级,遥控式,壁扇",none
"
                                    格力（GREE）FDE-40 家用客厅省电静音机械式落地扇 节能定时立式办公宿舍床头电风扇                ",格力明达丰专卖店,10138054173,398.00,149.00,4000,96,3800,70,70,格力（GREE）,质量不错 噪音很小 安装方便 风扇不错 使用方便 风力很大 颜色漂亮 造型美观 风很柔和 底座很稳,"格力（GREE）FDE-40 家用客厅省电静音机械式落地扇 节能定时立式办公宿舍床头电风扇,10138054173, ,7.0kg,FDE-40,2小时以下,三档调节,正常风,3片,1级,机械式,落地扇",none
"
                                    万宝（Wanbao）FB-40A-6 电风扇壁扇 壁挂风扇 挂壁工业商业家用風扇 京东配送                ",万宝电器专卖店,1652813281,199.00,99.00,500,99,500,7,2,万宝（Wanbao）,安装方便 风扇不错 质量不错 风力很大 噪音很小 电机好 使用方便 造型美观 风很柔和 安全节能,"万宝（Wanbao）FB-40A-6 电风扇壁扇 壁挂风扇 挂壁工业商业家用風扇 京东配送,1652813281, ,3.8kg,2小时以下,三档调节,正常风,3片,3级,机械式,壁扇",none
"
                                    安备 户外充电扇 电风扇 无绳风扇 落地扇 台式风扇 小风扇 5914白                ",安备京东自营户外旗舰店,2640223,299.00,259.00,1600,96,1500,40,10,安备,使用很方便 很方便携带 实用专业 有收藏性,"安备AN-5914S,2640223,4.046kg,中国广东省江门市,AN-5914S,其它,其它",none
"
                                    【京东配送】先创落地扇/雾化工业水雾风扇/喷雾风扇加湿降温黑色款 750【高1.85米　网罩直径80CM】                ",先创旗舰店,13088531605,999.00,888.00,50,96,50,0,2,先创（XIANCHUANG）,电机好 使用方便 远程遥控,"【京东配送】先创落地扇/雾化工业水雾风扇/喷雾风扇加湿降温黑色款 750【高1.85米　网罩直径80CM】,13088531605, ,30.0kg,中国大陆,无定时,三档调节,正常风、自然风,3片,无,机械式,落地扇，工业扇",none
"
                                    美的（Midea）FZ10-15BW 塔扇无叶风扇/家用电风扇/静音立式风扇                ",美的环境电器旗舰店,11394874308,299.00,259.00,100,93,100,7,3,美的（Midea）,风很柔和 造型美观 风扇不错 噪音很小 风力很大 质量不错 使用方便 安全节能 安装方便 底座很稳 安装方便 使用方便 噪音很小,"美的（Midea）FZ10-15BW 塔扇无叶风扇/家用电风扇/静音立式风扇,11394874308, ,5.7kg,中国大陆,FZ10-15BW,2-8小时,三档调节,正常风,无叶,1级,机械式,台扇",none
"
                                    【京东配送】IRIS/爱丽思空气循环扇电风扇家用台式扇遥控定时静音摇头扇PCF-C18C                ",爱丽思幸辉国际专卖店,1646215823,588.00,375.00,900,95,800,30,10,IRIS,造型美观 风扇不错 遥控方便 质量不错 使用方便 风很柔和 底座很稳 远程遥控 噪音很小 电机好,"【京东配送】IRIS/爱丽思空气循环扇电风扇家用台式扇遥控定时静音摇头扇PCF-C18C,1646215823, ,3.5kg,2-8小时,五档以上,正常风、自然风,3片,无,遥控式,台扇，空气循环扇",none
"
                                    格力（GREE)FB-4001B-WG电风扇家用静音遥控壁挂扇 宿舍16寸墙壁壁扇工程                ",格力TOSOT旗舰店,10276603572,328.00,198.00,800,96,700,10,10,格力（GREE）,风扇不错 噪音很小 安装方便 使用方便 遥控方便 造型美观 风很柔和 质量不错 远程遥控 颜色漂亮,"格力（GREE)FB-4001B-WG电风扇家用静音遥控壁挂扇 宿舍16寸墙壁壁扇工程,10276603572, ,3.61kg,FB-4001B-WG,2-8小时,三档调节,正常风,3片,1级,遥控式,壁扇",none
