creationTime,content_1,days,isMobile,nickname,productSize,referenceName,referenceTime,score,userClient,userLevel,userProvince
2017/3/23 19:31,"""师傅安装时还是有一定危险性的，可是师傅很实在没收高空作业费",5,TRUE,"""叶***落""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/12/25 21:03,5,"""来自京东iPhone客户端""","""PLUS会员""",""""""
2016/12/30 14:33,"""挺好的，高富帅一样的品质，相信格力",3,TRUE,"""b***0""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/23 0:02,5,"""来自京东iPhone客户端""","""金牌会员""","""广东"""
2017/3/9 22:12,"""很满意，很漂亮，安装师傅也很专业，很负责，不存",3,TRUE,"""星***话""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/6 21:10,5,"""来自京东iPhone客户端""","""钻石会员""","""上海"""
2017/3/18 12:39,"""空调款式特别好看，比店铺的价格低。",84,TRUE,"""兔***儿""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/12/24 22:31,5,"""来自京东iPhone客户端""","""银牌会员""",""""""
2017/2/28 10:56,"""送货快，安装认真，细心，以后继续购买。",5,FALSE,"""胡***0""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/2/23 21:49,5,"""""","""钻石会员""","""广东"""
2017/3/24 11:35,"""东西很好，安装师傅很认真，态度很好！",8,TRUE,"""x***2""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/16 23:17,5,"""来自京东Android客户端""","""PLUS会员""","""广东"""
2017/3/17 17:27,"""还没来得及拆封，格力大品牌值得信赖",2,TRUE,"""人类三观建设总工程师""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/15 1:13,5,"""来自京东Android客户端""","""钻石会员""","""江苏"""
2017/4/22 9:04,"""安装态度非常好！空调质量过关！",4,TRUE,"""z***0""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/4/18 6:44,5,"""来自京东iPhone客户端""","""钻石会员""",""""""
2016/11/30 16:26,"""货物跟图片一样，安装师傅安装很到位，支持给力",19,TRUE,"""j***m""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/11/11 20:13,5,"""来自京东Android客户端""","""钻石会员""",""""""
2016/11/30 16:26,"""很好，下次还会来买",6,TRUE,"""j***q""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/15 9:55,5,"""来自京东Android客户端""","""金牌会员""",""""""
2017/3/21 21:41,"""很好用，配送速度快，赞。",2,TRUE,"""j***y""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/1/8 9:54,5,"""来自京东iPhone客户端""","""钻石会员""","""广东"""
2017/2/9 21:52,"""挺漂亮的，格力大品牌！",19,TRUE,"""j***i""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/1/1 17:47,5,"""来自京东Android客户端""","""钻石会员""",""""""
2017/1/20 16:34,"""其实我倒觉得空调技术现在都比较成熟，各个品牌的应该都差不多。不过家人想要格力的，那就买格力的了，价格比其它品牌稍微贵点。",8,FALSE,"""1***馆""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/23 8:06,5,"""""","""钻石会员""","""山东"""
2017/3/29 19:48,"""工作人员非常尽责并且非常辛苦，说实话我自己都有些感动并且不好意思，等了很久走手续才让师傅进去安装。都是工作养家，但师傅的态度让我满意并且感动。",6,TRUE,"""昭***t""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2017/3/23 22:21,5,"""来自京东iPhone客户端""","""金牌会员""","""广东"""
2017/1/30 18:14,"""用着不错，服务也很好",80,TRUE,"""j***多""","""凉之静""","""格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2""",2016/11/11 8:08,5,"""来自京东iPhone客户端""","""钻石会员""","""辽宁"""
