creationTime,content_1,days,isMobile,nickname,productSize,referenceName,referenceTime,score,userClient,userLevel,userProvince
2017-03-08 10:58:33,"""屏幕大，速度快，运行流畅，耳机不错音质舒服，听歌很爽/以下配图",9,true,"""A***o""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-02-27 15:29:51,5,"""来自京东iPhone客户端""","""金牌会员""",""""""
2017-03-24 06:52:27,"""非常好用，设计非常好，还性价比非常高，值得推荐，值得一购。",3,true,"""y***2""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-03-21 10:11:40,5,"""来自京东Android客户端""","""钻石会员""",""""""
2017-03-09 22:33:54,"""用了几天还可以、屏幕挺大、2k屏看视频和玩游戏很爽",4,true,"""j***宝""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-03-05 14:37:14,5,"""来自京东iPhone客户端""","""金牌会员""",""""""
2017-04-29 12:16:53,"""不错的，很流畅。支持??造。",3,true,"""刘***3""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-04-26 02:01:49,5,"""来自京东iPhone客户端""","""银牌会员""",""""""
2017-04-25 18:12:56,"""态度好 快速送到手上  手感好 外观美  速度快 比想象的好多了 支持国货 让世界爱上中国造",2,false,"""j***c""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-04-23 16:05:32,5,"""""","""银牌会员""",""""""
2017-02-28 13:06:11,"""适合爱玩游戏的男生，内存够用，带热门手游，运行无压力，关键屏大适合操作",7,true,"""q***6""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-02-21 17:59:47,5,"""来自京东Android客户端""","""金牌会员""",""""""
2017-02-24 23:12:48,"""64G内存，终于不用每天删照片了??",2,true,"""驴***肠""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-02-22 14:11:16,5,"""来自京东iPhone客户端""","""银牌会员""",""""""
2017-02-28 13:06:11,"""适合爱玩游戏的男生，内存够用，带热门手游，运行无压力，关键屏大适合操作",7,true,"""q***6""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-02-21 17:59:47,5,"""来自京东Android客户端""","""金牌会员""",""""""
2017-03-17 21:08:28,"""怀着忐忑的心情，第一次网购手机，而且是格力手机，收到后使用一天，非常满意，用着给力！",2,true,"""C***-""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-03-15 20:51:46,5,"""来自京东Android客户端""","""金牌会员""",""""""
2017-02-26 09:59:38,"""先赞京东，神速，手机比想象的精美，外观无瑕疵，包装完整，说实话真的不错，使用流畅，反应灵敏，屏幕清晰，照相也很赞，满意。",3,true,"""j***f""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-02-23 12:24:51,5,"""来自京东iPhone客户端""","""钻石会员""",""""""
2017-05-06 22:27:01,"""??????",4,true,"""j***t""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-05-02 15:31:33,5,"""来自京东iPhone客户端""","""PLUS会员""",""""""
2017-03-31 14:52:26,"""格力手机外观设计很好，屏幕大，使用起来好，感谢格力企业。来自青藏高原（青海）的用户好评，青海有牦牛，冬春夏草，羊等",4,true,"""a***F""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-03-27 12:03:21,5,"""来自京东Android客户端""","""银牌会员""",""""""
2017-05-12 13:57:35,"""手机收到了，刚打开那个就是没有发现手机保护膜屏幕保护膜，不知道什么情况，难道格力手机不用手机屏幕保护膜吗？",1,true,"""1***8""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-05-11 21:34:20,4,"""来自京东iPhone客户端""","""银牌会员""",""""""
2017-05-12 13:58:42,"""反应没的说，充电快的不要不要的，电池有那么一点点不抗用，其他的等待发掘，总的来说还可以啦",2,false,"""a***1""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-03-20 11:38:29,5,"""""","""钻石会员""",""""""
2017-05-02 09:43:50,"""给老公买的 不知道咋样 贵",57,true,"""s***w""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-03-06 14:51:05,5,"""来自京东iPhone客户端""","""钻石会员""",""""""
2017-05-02 09:43:50,"""拿到手用了一下，屏幕够大，电池也很耐用，而且还可以遥控格力空调，操作方便。这样平时就不用为找不到遥控器烦恼了。",8,false,"""思***物""","""""","""格力（GREE）手机2代 4GB+64GB 典雅银  移动联通电信4G手机""",2017-02-22 11:09:36,5,"""""","""金牌会员""",""""""
