creationTime,content_1,days,isMobile,nickname,productSize,referenceName,referenceTime,score,userClient,userLevel,userProvince,
2016/7/12 11:19,"""好评！",11,TRUE,"""卢***7""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""广东"""
2016/7/12 11:16,"""物有所值",11,TRUE,"""j***0""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""广东"""
2016/7/12 10:54,"""不错，制冷也可以，值得拥有！",10,TRUE,"""j***0""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""","""河北"""
2016/7/12 10:54,"""安装送货都可以。但必须吐槽京东商城，等了十几天，竞然不标注 让客户无限期的等。没货卖个毛线。十几天客户付款你们利息都可以赚不少了。更深一层看你们违法了。",10,TRUE,"""格力空调GREE""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,1,0,"""来自京东iPhone客户端""","""注册会员""",""""""
2016/7/22 15:47,"""可以  挺满意",15,TRUE,"""j***a""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""银牌会员""",""""""
2016/7/12 10:51,"""在京东选购不错的体验，安装师傅给力速度快，服务态度好。",10,TRUE,"""z***5""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""广东"""
2016/7/12 10:51,"""还可以送货速度快",10,FALSE,"""B***O""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,4,0,"""来自微信购物""","""银牌会员""",""""""
2016/7/12 10:38,"""挺好的，已经用上了",10,TRUE,"""j***3""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""金牌会员""",""""""
2016/7/12 10:38,"""很好",10,TRUE,"""猪***珠""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""",""""""
2016/7/12 10:34,"""空调不错，装好了试一下，有点味道，这个或许是房间的",10,TRUE,"""d***分""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""银牌会员""","""江苏"""
2016/4/23 19:09,"""还可以",19,TRUE,"""万***i""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""",""""""
2016/4/23 19:08,"""棒棒的",19,TRUE,"""j***q""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""金牌会员""",""""""
2016/4/23 18:18,"""东西很好 送得很及时 安装的师傅也很负责",18,TRUE,"""j***顾""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""银牌会员""",""""""
2016/4/23 18:02,"""办公室窗户太小了，太麻烦师傅了，从隔壁机房爬出去。五楼！很专业！",18,TRUE,"""j***8""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""","""广东"""
2016/4/23 17:37,"""家里已经是第三台格力空调了，一直都在用这牌子，值得信赖，这款款式更漂亮，隐藏式显示屏显示的温度数字超大好看，遥控器也很漂亮，安装师傅专业，服务态度好?，唯一不足的就是买价格比最低价贵了*元。",17,TRUE,"""金***8""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""金牌会员""","""广东"""
2016/4/23 17:37,"""安装完成，试机正常",17,TRUE,"""j***_""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""广东"""
2016/4/23 17:16,"""不错",17,FALSE,"""jd135434eza""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,1,"""""","""金牌会员""",""""""
2016/4/23 16:54,"""非常满意",16,TRUE,"""a***6""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""","""广东"""
2016/4/23 16:32,"""送货迅捷，安装快速，质量很好",16,FALSE,"""菜***子""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""金牌会员""","""广东"""
2016/5/16 12:58,"""格力空调确实不错，送货快，安装仔细，制冷快，小巧美观。",12,FALSE,"""e***n""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""钻石会员""","""上海"""
2016/11/4 20:44,"""格力不错，物流很快",20,TRUE,"""j***9""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""银牌会员""",""""""
2016/11/5 22:37,"""发货安装都很及时。总体很好。",22,TRUE,"""j***T""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""",""""""
2016/11/4 20:42,"""1号看的2299元，结果4号直降300.我去，找客服，京东有保价政策可以京豆形式返还差价，首先要肯定京东，当然京豆使用还是有限制希望能更加直接的形式！我想7天无理由退货，虽然可以退但是玩付50的运费的！安装师傅还不错，按时到达，态度很好很负责，空调还没用，暂时还没什么特别想说的！",20,TRUE,"""w***0""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,1,"""来自京东iPhone客户端""","""PLUS会员""","""上海"""
2016/11/4 20:42,"""大品牌值得信赖，噪音小，而且很美观。价格优惠不错。一口气买了4台，效果不错。",20,FALSE,"""jd752382vpu""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""PLUS会员""","""山东"""
2016/11/4 20:40,"""很好，又安静，师傅态度很好，挺满意的",20,FALSE,"""A***M""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自微信购物""","""银牌会员""",""""""
2016/11/4 20:31,"""太棒了 外观也很好看 喜欢",20,TRUE,"""偶是偶2011""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""","""北京"""
2016/11/4 19:48,"""好",19,TRUE,"""l***0""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""PLUS会员""","""四川"""
2016/11/4 19:34,"""服务特别好 安装人员有耐心，谢谢格力 谢谢京东",19,TRUE,"""j***0""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""金牌会员""",""""""
2016/11/4 19:26,"""东西好，安装师傅很细心&hellip;&hellip;",19,TRUE,"""紫***o""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""金牌会员""",""""""
2016/11/4 19:16,"""不错",19,TRUE,"""l***6""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""","""湖南"""
2016/6/10 16:20,"""京东的速度，格力的品质。真心不错，你值得拥有！",16,TRUE,"""是***8""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""金牌会员""","""天津"""
2016/6/10 16:20,"""送货和安装速度不错",16,TRUE,"""j***y""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""金牌会员""",""""""
2016/6/10 16:20,"""服务态度好！",16,TRUE,"""梦***闽""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""","""福建"""
2016/6/10 16:16,"""非常满意的一次网购体验。",16,TRUE,"""7***石""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""",""""""
2016/6/10 16:11,"""很好",16,TRUE,"""无***猪""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""金牌会员""",""""""
2016/6/10 16:12,"""看上去还不错，不过还用，期待效果",16,TRUE,"""j***g""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""",""""""
2016/6/10 16:06,"""安装员服务很好。用起来感觉挺好的，26度还觉得有点凉。不过安装第二天就有滴水的问题，联系安装员搞好了。",16,FALSE,"""h***8""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""钻石会员""","""广东"""
2016/6/10 15:55,"""准时送到货，预约安装当天下午两小哥到位安装，安装负责，安装后试一试制冷效果，效果好",15,TRUE,"""j***1""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""金牌会员""","""广东"""
2016/6/10 15:55,"""送货员和安装师傅服务好，刚安装好待试用后再评价",15,FALSE,"""s***0""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""银牌会员""","""广东"""
2016/6/10 15:54,"""给爷爷买的，送货速度快，服务很周到，希望能够静音。",15,TRUE,"""j***9""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""天津"""
2016/6/12 2:48,"""配送服务态度好",2,TRUE,"""7***婷""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""",""""""
2016/6/12 2:36,"""yyyy",2,TRUE,"""z***g""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,4,0,"""来自京东Android客户端""","""金牌会员""","""广东"""
2016/6/12 1:46,"""噪音有点大，比以前买的体验差很多",1,TRUE,"""格力空调GREE""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,3,0,"""来自京东iPhone客户端""","""注册会员""",""""""
2016/6/13 15:28,"""送货挺快的，满意！",15,TRUE,"""j***h""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""银牌会员""",""""""
2016/6/12 1:06,"""送货速度快，安装也很快跟进，安装师傅服务态度好技术水平高。",1,TRUE,"""j***z""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""银牌会员""",""""""
2016/6/12 0:34,"""好！速度快&hellip;&hellip;",0,TRUE,"""1***p""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""银牌会员""",""""""
2016/6/12 0:18,"""物流很快，安装师傅也很给力，解决了好几个困难，收费也合理，感觉不错！",0,TRUE,"""c***9""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""","""北京"""
2016/6/12 0:05,"""哈哈哈，速度就是秒送啊！\n东西很满意，送货服务态度也不错，满分。",0,TRUE,"""王***q""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""",""""""
2016/6/12 0:01,"""到货很快，安装也很快。安装师傅十分专业。温度显示使用隐形设计，感觉十分美观！",0,TRUE,"""X***风""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""","""福建"""
2016/6/21 12:45,"""很好，服务好，物流赞",12,TRUE,"""d***5""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""广东"""
2016/6/11 23:58,"""很不错吖，赞",23,TRUE,"""w***4""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""广东"""
2017/1/5 12:16,"""这款空调挺好的，每小时不到一度电，收到货安装师傅很快就过来安装了，非常给力～\n风力够大，冷得快",12,TRUE,"""j***p""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""银牌会员""",""""""
2017/1/5 12:06,"""空调很好，师傅也很专业，信赖格力。",12,TRUE,"""j***3""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""",""""""
2017/1/5 11:54,"""安装的师傅给力，真的不错",11,TRUE,"""j***g""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""金牌会员""",""""""
2017/1/5 11:48,"""安装师傅一大早就来安装，大老远跑过来",11,TRUE,"""刘***v""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""",""""""
2017/1/6 8:21,"""产品使用效果好，帮朋友买的，朋友很满意",8,TRUE,"""8***艳""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""银牌会员""",""""""
2017/1/5 11:19,"""下单次日就到货安装，格力品质可靠，安装服务热情，值得信赖！",11,TRUE,"""9***3""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""","""北京"""
2017/1/5 10:42,"""很好！安装师傅很到位~",10,FALSE,"""x***6""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""金牌会员""","""广东"""
2017/1/5 20:14,"""用起来不错。",20,FALSE,"""苗***6""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""钻石会员""","""江苏"""
2017/1/5 10:26,"""一般",10,FALSE,"""格力服务中心""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,3,0,"""""","""铜牌会员""",""""""
2017/1/6 10:21,"""京东服务好，正品，相信京东",10,FALSE,"""0***北""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""钻石会员""",""""""
2016/7/1 17:59,"""信赖格力。",17,FALSE,"""小***乐""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""银牌会员""",""""""
2016/7/1 17:57,"""不错  制冷速度很好 信任京东",17,FALSE,"""7***花""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""钻石会员""",""""""
2016/7/1 17:57,"""安装师傅态度好，工作认真细致，服务周到。好评！",17,TRUE,"""j***5""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,2,"""来自京东Android客户端""","""银牌会员""",""""""
2016/7/1 17:57,"""服务态度好，好用实用制冷快！",17,FALSE,"""j***c""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自微信购物""","""银牌会员""",""""""
2016/7/1 17:47,"""差评，等了一个多星期，没有人来装！联系几次，都说忙！",17,TRUE,"""飞***逝""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""金牌会员""","""湖南"""
2016/7/1 17:47,"""送货很快，安装也很及时，格力空调大品牌，制冷快，静音，很满意",17,TRUE,"""z***9""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""","""福建"""
2016/7/1 17:47,"""制冷很迅速，给力",17,TRUE,"""jd_my8901""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""金牌会员""",""""""
2016/7/1 17:46,"""买了无人给安装",17,TRUE,"""格力空调GREE""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,1,2,"""来自京东Android客户端""","""注册会员""",""""""
2016/7/1 18:18,"""开机使用 不错哦",18,TRUE,"""m***u""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""银牌会员""","""河南"""
2016/7/1 17:41,"""满意！！！！！！！！！！！！",17,TRUE,"""j***b""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""金牌会员""",""""""
2016/6/17 21:35,"""试了一下，觉得不错",21,FALSE,"""美***乐""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自微信购物""","""钻石会员""","""北京"""
2016/6/17 21:29,"""虽然此次购物有段小插曲，但总体还是比较满意，售后还是比较有耐心的解决消费心中的困惑，提点小意见，应该加强安装师傅的服务意识和专业水准，对待老百姓应该细心加耐心，这样的话可以避免一些不必要的误会产生",21,TRUE,"""j***r""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,1,"""来自京东Android客户端""","""银牌会员""",""""""
2016/6/17 21:27,"""还行",21,TRUE,"""z***2""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""PLUS会员[试用]""","""广东"""
2016/6/17 21:27,"""买几天了才来评  果杠杠滴  安装师傅也敬业",21,TRUE,"""1***p""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""金牌会员""",""""""
2016/6/17 21:19,"""空调质量还不知道，用一段时间看看，安装师傅还行，速度快",21,TRUE,"""j***2""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""金牌会员""","""广东"""
2016/6/17 21:19,"""支持格力  赞一个",21,TRUE,"""y***行""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""金牌会员""","""广东"""
2016/6/17 21:10,"""一如既往的可靠",21,TRUE,"""w***g""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,4,0,"""来自京东Android客户端""","""钻石会员""","""北京"""
2016/6/17 21:09,"""挺好的啊拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜",21,TRUE,"""凡***成""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""辽宁"""
2016/6/17 21:03,"""空调非常好，安装师傅的工作做的更好，认真又负责，赞赞赞",21,TRUE,"""小***5""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""银牌会员""",""""""
2017/4/6 10:40,"""京东买得美的空调真棒，送货师傅服务态度很好，安装速度9的很快，超级满意。",10,TRUE,"""7***萍""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""钻石会员""",""""""
2017/4/6 10:38,"""在这方面我还是很喜欢的&hellip;&hellip;",10,TRUE,"""前***专""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""金牌会员""","""浙江"""
2017/4/6 10:27,"""给爸妈买了一台，给爷爷买了一台，他们都很满意，价格也实惠",10,TRUE,"""z***5""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""金牌会员""",""""""
2017/4/6 10:27,"""非常好",10,FALSE,"""f***e""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""银牌会员""",""""""
2017/4/6 9:30,"""送货非常快，安装人员来安装也很及时，三台安装了两个多小时",9,TRUE,"""j***8""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""金牌会员""","""河南"""
2017/4/6 9:30,"""非常满意！师傅们很专业！！！",9,TRUE,"""S***0""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""银牌会员""",""""""
2017/4/6 9:14,"""买完就降了一百块！心塞啊！",9,TRUE,"""j***3""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,4,0,"""来自京东iPhone客户端""","""金牌会员""",""""""
2017/4/6 9:03,"""活动价实惠，帮朋友买的！说可以，很好！",9,TRUE,"""j***q""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""北京"""
2017/4/6 8:04,"""服务好，安装快",8,TRUE,"""j***7""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPhone客户端""","""银牌会员""","""山东"""
2017/4/6 5:49,"""格力空调大品牌，无先买了1只，使用无燥音，新房里还想买3只的，可是价格调上去了，不知什么时候还能调下价格，期待",5,TRUE,"""j***0""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""",""""""
2016/9/1 5:41,"""现在买任何家电都选择京东商城了，质量好，服务好",5,TRUE,"""j***8""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""上海"""
2016/9/1 1:09,"""显示温度的字很大，爸妈年纪大了能看的非常清楚，这是亮点。",1,FALSE,"""j***2""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""""","""银牌会员""","""江苏"""
2016/8/31 23:40,"""不错挺好的  很方便",23,TRUE,"""单***1""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东iPad客户端""","""银牌会员""",""""""
2016/8/31 23:24,"""我没看到实物 麻麻说空调很好喔 售后安装也不错 速度很快辣",23,TRUE,"""窝***瓜""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""钻石会员""","""江苏"""
2016/8/31 22:52,"""用过之后才评价的，很好的一次购物，",22,TRUE,"""y***君""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""银牌会员""","""江苏"""
2016/8/31 22:40,"""很好",22,TRUE,"""k***8""","""大1匹""","""【新品统一型号】品圆定频挂机""",FALSE,5,0,"""来自京东Android客户端""","""银牌会员""",""""""
