creationTime,content_1,days,isMobile,nickname,productSize,referenceName,referenceTime,score,userClient,userLevel,userProvince
2016/5/29 18:29,"""格力空调质量不错，当天送货，预约第二天一早就来安装了。安装师傅技术很好，总体感觉很满意！相信格力",1,TRUE,"""w***d""","""品圆变频挂机""","""格力（GREE）大1匹 变频 品圆 冷暖 壁挂式空调 KFR-26GW/(26592)FNhDa-A3""",2016/5/28 9:50,5,"""来自京东iPhone客户端""","""金牌会员""","""山东"""
2016/5/29 18:02,"""快！",1,TRUE,"""阿***7""","""品圆变频挂机""","""格力（GREE）大1匹 变频 品圆 冷暖 壁挂式空调 KFR-26GW/(26592)FNhDa-A3""",2016/5/28 11:46,5,"""来自京东Android客户端""","""银牌会员""","""安徽"""
2016/5/29 17:58,"""送货师傅冒雨送货，点赞，安装师傅认真负责，点赞。装完试了下，效果良好，比较安静。满意。",3,TRUE,"""zhujia-1""","""品圆变频挂机""","""格力（GREE）大1匹 变频 品圆 冷暖 壁挂式空调 KFR-26GW/(26592)FNhDa-A3""",2016/5/26 19:20,5,"""来自京东iPad客户端""","""金牌会员""","""江苏"""
2016/5/29 17:55,"""h",1,FALSE,"""李***禅""","""品圆变频挂机""","""格力（GREE）大1匹 变频 品圆 冷暖 壁挂式空调 KFR-26GW/(26592)FNhDa-A3""",2016/5/28 10:23,5,"""""","""金牌会员""","""广东"""
2016/5/29 17:22,"""空调不错，董小姐是个汉子！我愿意为民族制造买单！",27,TRUE,"""用***入""","""品圆变频挂机""","""格力（GREE）大1匹 变频 品圆 冷暖 壁挂式空调 KFR-26GW/(26592)FNhDa-A3""",2016/5/2 21:27,5,"""来自京东Android客户端""","""PLUS会员""","""吉林"""
2016/5/29 17:22,"""周财平师傅服务非常好",2,TRUE,"""j***e""","""品圆变频挂机""","""格力（GREE）大1匹 变频 品圆 冷暖 壁挂式空调 KFR-26GW/(26592)FNhDa-A3""",2017/3/23 2:13,5,"""来自京东iPhone客户端""","""银牌会员""",""""""
2017/3/25 10:39,"""不错不错不错不错不错不错",2,TRUE,"""咪***儿""","""品圆变频挂机""","""格力（GREE）大1匹 变频 品圆 冷暖 壁挂式空调 KFR-26GW/(26592)FNhDa-A3""",2017/3/23 20:14,5,"""来自京东Android客户端""","""PLUS会员""",""""""
2017/3/25 10:18,"""满意",2,TRUE,"""小***林""","""品圆变频挂机""","""格力（GREE）大1匹 变频 品圆 冷暖 壁挂式空调 KFR-26GW/(26592)FNhDa-A3""",2017/3/23 21:01,5,"""来自京东Android客户端""","""银牌会员""",""""""
2017/3/25 10:14,"""配送很快，安装也是服务到位，5星?好评",2,TRUE,"""l***u""","""品圆变频挂机""","""格力（GREE）大1匹 变频 品圆 冷暖 壁挂式空调 KFR-26GW/(26592)FNhDa-A3""",2017/3/23 0:05,5,"""来自京东Android客户端""","""金牌会员""","""福建"""
2017/3/25 10:13,"""我们都市生活好",1,TRUE,"""c***w""","""品圆变频挂机""","""格力（GREE）大1匹 变频 品圆 冷暖 壁挂式空调 KFR-26GW/(26592)FNhDa-A3""",2017/3/24 0:16,5,"""来自京东iPhone客户端""","""金牌会员""","""江苏"""
